State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100,Index3
Montana,MT,06/12/2021,49,2021,1482,82,60.9,0.01482,0.00082,37
Nebraska,NE,06/12/2021,49,2021,7931,83,65.1,0.07931,0.00083,37
Kansas,KS,06/12/2021,49,2021,11630,100,67.5,0.1163,0.001,37
South Carolina,SC,06/12/2021,49,2021,7205,101,61.4,0.07205,0.00101,37
Iowa,IA,06/12/2021,49,2021,11664,105,63.6,0.11664,0.00105,37
Maryland,MD,06/12/2021,49,2021,8894,107,78.3,0.08894,0.00107,37
New Jersey,NJ,06/12/2021,49,2021,30369,116,81,0.30369,0.00116,37
Nevada,NV,06/12/2021,49,2021,4932,119,67.7,0.04932,0.00119,37
Arkansas,AR,06/12/2021,49,2021,5235,119,61.6,0.05235,0.00119,37
West Virginia,WV,06/12/2021,49,2021,6725,123,89,0.06725,0.00123,37
Missouri,MO,06/12/2021,49,2021,18969,124,61.1,0.18969,0.00124,37
Kentucky,KY,06/12/2021,49,2021,15841,137,61.4,0.15841,0.00137,37
Oregon,OR,06/12/2021,49,2021,5619,138,72.6,0.05619,0.00138,37
Washington,WA,06/12/2021,49,2021,9211,141,74.1,0.09211,0.00141,37
Massachusetts,MA,06/12/2021,49,2021,33745,145,87.7,0.33745,0.00145,37
North Carolina,NC,06/12/2021,49,2021,21725,146,72.9,0.21725,0.00146,37
Virginia,VA,06/12/2021,49,2021,16342,165,77,0.16342,0.00165,37
Georgia,GA,06/12/2021,49,2021,9871,168,59.9,0.09871,0.00168,37
Florida,FL,06/12/2021,49,2021,15836,172,72.9,0.15836,0.00172,37
Wisconsin,WI,06/12/2021,49,2021,26406,252,66.9,0.26406,0.00252,37
Minnesota,MN,06/12/2021,49,2021,29848,256,70.1,0.29848,0.00256,37
Colorado,CO,06/12/2021,49,2021,14556,283,72.8,0.14556,0.00283,37
New York,NY,06/12/2021,49,2021,49883,292,80.8,0.49883,0.00292,37
Indiana,IN,06/12/2021,49,2021,32564,302,56.7,0.32564,0.00302,37
Tennessee,TN,06/12/2021,49,2021,12625,305,57.7,0.12625,0.00305,37
Illinois,IL,06/12/2021,49,2021,49668,321,70.6,0.49668,0.00321,37
Texas,TX,06/12/2021,49,2021,31731,408,65.2,0.31731,0.00408,37
Michigan,MI,06/12/2021,49,2021,50253,423,62.1,0.50253,0.00423,37
Arizona,AZ,06/12/2021,49,2021,24724,460,65.6,0.24724,0.0046,37
Ohio,OH,06/12/2021,49,2021,50770,520,59.4,0.5077,0.0052,37
Pennsylvania,PA,06/12/2021,49,2021,56291,712,83.7,0.56291,0.00712,37
Alaska,AK,13/12/2021,50,2021,1198,4,64.4,0.01198,0.00004,38
Vermont,VT,13/12/2021,50,2021,2692,14,88,0.02692,0.00014,38
Hawaii,HI,13/12/2021,50,2021,2701,17,83.8,0.02701,0.00017,38
Delaware,DE,13/12/2021,50,2021,4788,24,75.6,0.04788,0.00024,38
Mississippi,MS,13/12/2021,50,2021,3340,27,55.2,0.0334,0.00027,38
Wyoming,WY,13/12/2021,50,2021,722,30,55.2,0.00722,0.0003,38
Connecticut,CT,13/12/2021,50,2021,16143,30,87,0.16143,0.0003,38
North Dakota,ND,13/12/2021,50,2021,2163,32,61.6,0.02163,0.00032,38
South Dakota,SD,13/12/2021,50,2021,2407,35,69.6,0.02407,0.00035,38
Nebraska,NE,13/12/2021,50,2021,5435,35,65.6,0.05435,0.00035,38
Rhode Island,RI,13/12/2021,50,2021,7355,35,86.8,0.07355,0.00035,38
Idaho,ID,13/12/2021,50,2021,2275,39,51.7,0.02275,0.00039,38
Louisiana,LA,13/12/2021,50,2021,4733,47,56.7,0.04733,0.00047,38
New Hampshire,NH,13/12/2021,50,2021,8600,55,94.4,0.086,0.00055,38
Montana,MT,13/12/2021,50,2021,1046,56,61.5,0.01046,0.00056,38
Oklahoma,OK,13/12/2021,50,2021,6841,64,64.9,0.06841,0.00064,38
Utah,UT,13/12/2021,50,2021,7016,64,66.5,0.07016,0.00064,38
Alabama,AL,13/12/2021,50,2021,5684,67,57.9,0.05684,0.00067,38
Maine,ME,13/12/2021,50,2021,6371,74,84.6,0.06371,0.00074,38
South Carolina,SC,13/12/2021,50,2021,7599,74,61.9,0.07599,0.00074,38
West Virginia,WV,13/12/2021,50,2021,7338,79,89.7,0.07338,0.00079,38
Kansas,KS,13/12/2021,50,2021,11680,79,68.2,0.1168,0.00079,38
Nevada,NV,13/12/2021,50,2021,5204,89,68.4,0.05204,0.00089,38
Arkansas,AR,13/12/2021,50,2021,5034,102,62,0.05034,0.00102,38
New Mexico,NM,13/12/2021,50,2021,7012,105,79.4,0.07012,0.00105,38
Washington,WA,13/12/2021,50,2021,10804,120,74.7,0.10804,0.0012,38
Iowa,IA,13/12/2021,50,2021,10742,130,64.1,0.10742,0.0013,38
Maryland,MD,13/12/2021,50,2021,16753,140,79.1,0.16753,0.0014,38
New Jersey,NJ,13/12/2021,50,2021,38771,140,82.1,0.38771,0.0014,38
Oregon,OR,13/12/2021,50,2021,5104,150,73.2,0.05104,0.0015,38
Missouri,MO,13/12/2021,50,2021,20696,156,61.6,0.20696,0.00156,38
Florida,FL,13/12/2021,50,2021,49560,160,73.5,0.4956,0.0016,38
North Carolina,NC,13/12/2021,50,2021,23680,167,74.2,0.2368,0.00167,38
Georgia,GA,13/12/2021,50,2021,12928,171,60.4,0.12928,0.00171,38
Virginia,VA,13/12/2021,50,2021,21837,186,77.8,0.21837,0.00186,38
Kentucky,KY,13/12/2021,50,2021,14887,187,61.8,0.14887,0.00187,38
Massachusetts,MA,13/12/2021,50,2021,35881,195,88.9,0.35881,0.00195,38
Colorado,CO,13/12/2021,50,2021,12122,235,73.5,0.12122,0.00235,38
Minnesota,MN,13/12/2021,50,2021,22504,239,70.7,0.22504,0.00239,38
Wisconsin,WI,13/12/2021,50,2021,30097,281,67.4,0.30097,0.00281,38
Tennessee,TN,13/12/2021,50,2021,12954,283,58.1,0.12954,0.00283,38
New York,NY,13/12/2021,50,2021,56473,326,82,0.56473,0.00326,38
Illinois,IL,13/12/2021,50,2021,59312,360,71.2,0.59312,0.0036,38
Indiana,IN,13/12/2021,50,2021,30655,371,57.2,0.30655,0.00371,38
Michigan,MI,13/12/2021,50,2021,46563,400,62.7,0.46563,0.004,38
Texas,TX,13/12/2021,50,2021,36203,470,65.8,0.36203,0.0047,38
Arizona,AZ,13/12/2021,50,2021,21103,495,66.3,0.21103,0.00495,38
Ohio,OH,13/12/2021,50,2021,59150,657,59.8,0.5915,0.00657,38
Pennsylvania,PA,13/12/2021,50,2021,53677,807,84.9,0.53677,0.00807,38
Oklahoma,OK,20/12/2021,51,2021,10468,0,65.5,0.10468,0,39
Alaska,AK,20/12/2021,51,2021,642,4,64.7,0.00642,0.00004,39
Vermont,VT,20/12/2021,51,2021,2755,6,88.9,0.02755,0.00006,39
Hawaii,HI,20/12/2021,51,2021,8305,12,87,0.08305,0.00012,39
North Dakota,ND,20/12/2021,51,2021,2199,16,62,0.02199,0.00016,39
Montana,MT,20/12/2021,51,2021,905,18,61.8,0.00905,0.00018,39
Mississippi,MS,20/12/2021,51,2021,3047,19,55.3,0.03047,0.00019,39
South Dakota,SD,20/12/2021,51,2021,2022,23,70.5,0.02022,0.00023,39
Wyoming,WY,20/12/2021,51,2021,658,24,55.6,0.00658,0.00024,39
Nebraska,NE,20/12/2021,51,2021,4956,29,66,0.04956,0.00029,39
Delaware,DE,20/12/2021,51,2021,6655,29,76.3,0.06655,0.00029,39
Louisiana,LA,20/12/2021,51,2021,9705,29,57.2,0.09705,0.00029,39
Idaho,ID,20/12/2021,51,2021,1759,31,52,0.01759,0.00031,39
Maine,ME,20/12/2021,51,2021,4924,31,85.4,0.04924,0.00031,39
Rhode Island,RI,20/12/2021,51,2021,8078,37,88,0.08078,0.00037,39
New Hampshire,NH,20/12/2021,51,2021,6931,41,95,0.06931,0.00041,39
Kansas,KS,20/12/2021,51,2021,7733,41,68.9,0.07733,0.00041,39
Utah,UT,20/12/2021,51,2021,6006,50,67,0.06006,0.0005,39
Oregon,OR,20/12/2021,51,2021,5273,67,73.8,0.05273,0.00067,39
Alabama,AL,20/12/2021,51,2021,11398,72,58.3,0.11398,0.00072,39
Connecticut,CT,20/12/2021,51,2021,18991,75,88.1,0.18991,0.00075,39
Nevada,NV,20/12/2021,51,2021,5993,86,69,0.05993,0.00086,39
West Virginia,WV,20/12/2021,51,2021,5145,87,89.7,0.05145,0.00087,39
Washington,WA,20/12/2021,51,2021,22681,110,75.3,0.22681,0.0011,39
Arkansas,AR,20/12/2021,51,2021,6749,116,62.5,0.06749,0.00116,39
Iowa,IA,20/12/2021,51,2021,10968,119,64.5,0.10968,0.00119,39
South Carolina,SC,20/12/2021,51,2021,12722,122,62.5,0.12722,0.00122,39
Missouri,MO,20/12/2021,51,2021,16501,141,62.1,0.16501,0.00141,39
New Jersey,NJ,20/12/2021,51,2021,91384,146,83,0.91384,0.00146,39
New Mexico,NM,20/12/2021,51,2021,5859,168,80.4,0.05859,0.00168,39
Maryland,MD,20/12/2021,51,2021,42815,169,80,0.42815,0.00169,39
North Carolina,NC,20/12/2021,51,2021,36467,187,75.8,0.36467,0.00187,39
Florida,FL,20/12/2021,51,2021,155165,188,74.1,1.55165,0.00188,39
Virginia,VA,20/12/2021,51,2021,40548,203,78.7,0.40548,0.00203,39
Kentucky,KY,20/12/2021,51,2021,16805,205,62.2,0.16805,0.00205,39
Minnesota,MN,20/12/2021,51,2021,16941,205,71.1,0.16941,0.00205,39
Colorado,CO,20/12/2021,51,2021,26141,212,74.2,0.26141,0.00212,39
Georgia,GA,20/12/2021,51,2021,41926,215,60.7,0.41926,0.00215,39
Massachusetts,MA,20/12/2021,51,2021,50049,221,90.2,0.50049,0.00221,39
Tennessee,TN,20/12/2021,51,2021,24926,258,58.5,0.24926,0.00258,39
Texas,TX,20/12/2021,51,2021,80845,258,66.3,0.80845,0.00258,39
New York,NY,20/12/2021,51,2021,71826,279,83.3,0.71826,0.00279,39
Michigan,MI,20/12/2021,51,2021,31437,292,63.2,0.31437,0.00292,39
Indiana,IN,20/12/2021,51,2021,19372,311,57.7,0.19372,0.00311,39
Wisconsin,WI,20/12/2021,51,2021,29251,350,67.9,0.29251,0.0035,39
Illinois,IL,20/12/2021,51,2021,98377,364,71.8,0.98377,0.00364,39
Arizona,AZ,20/12/2021,51,2021,20647,467,67,0.20647,0.00467,39
Pennsylvania,PA,20/12/2021,51,2021,64621,672,85.2,0.64621,0.00672,39
Ohio,OH,20/12/2021,51,2021,71490,692,60.1,0.7149,0.00692,39
Wyoming,WY,27/12/2021,52,2021,1396,0,55.9,0.01396,0,40
Alaska,AK,27/12/2021,52,2021,1768,2,65.1,0.01768,0.00002,40
Hawaii,HI,27/12/2021,52,2021,12554,8,88.3,0.12554,0.00008,40
Montana,MT,27/12/2021,52,2021,2055,11,62.1,0.02055,0.00011,40
Vermont,VT,27/12/2021,52,2021,4177,12,89.5,0.04177,0.00012,40
Nebraska,NE,27/12/2021,52,2021,10682,14,66.4,0.10682,0.00014,40
Delaware,DE,27/12/2021,52,2021,9848,15,76.8,0.09848,0.00015,40
North Dakota,ND,27/12/2021,52,2021,3266,16,62.3,0.03266,0.00016,40
South Dakota,SD,27/12/2021,52,2021,3527,30,71,0.03527,0.0003,40
Utah,UT,27/12/2021,52,2021,13289,33,67.4,0.13289,0.00033,40
Louisiana,LA,27/12/2021,52,2021,38322,33,57.5,0.38322,0.00033,40
Rhode Island,RI,27/12/2021,52,2021,14478,44,89.3,0.14478,0.00044,40
South Carolina,SC,27/12/2021,52,2021,25861,49,62.9,0.25861,0.00049,40
Kansas,KS,27/12/2021,52,2021,14022,51,69.4,0.14022,0.00051,40
Nevada,NV,27/12/2021,52,2021,11902,56,69.6,0.11902,0.00056,40
Mississippi,MS,27/12/2021,52,2021,18235,56,55.3,0.18235,0.00056,40
Oregon,OR,27/12/2021,52,2021,10698,57,74.1,0.10698,0.00057,40
Maine,ME,27/12/2021,52,2021,5803,59,86,0.05803,0.00059,40
Iowa,IA,27/12/2021,52,2021,14351,59,65,0.14351,0.00059,40
Idaho,ID,27/12/2021,52,2021,3656,63,52.2,0.03656,0.00063,40
Washington,WA,27/12/2021,52,2021,34138,69,75.8,0.34138,0.00069,40
Alabama,AL,27/12/2021,52,2021,36518,71,58.6,0.36518,0.00071,40
Connecticut,CT,27/12/2021,52,2021,35631,83,88.8,0.35631,0.00083,40
New Hampshire,NH,27/12/2021,52,2021,8680,84,95,0.0868,0.00084,40
West Virginia,WV,27/12/2021,52,2021,9127,85,62,0.09127,0.00085,40
Arkansas,AR,27/12/2021,52,2021,16495,90,62.7,0.16495,0.0009,40
New Mexico,NM,27/12/2021,52,2021,7394,110,80.9,0.07394,0.0011,40
Virginia,VA,27/12/2021,52,2021,75292,118,79.1,0.75292,0.00118,40
Wisconsin,WI,27/12/2021,52,2021,37227,156,68.3,0.37227,0.00156,40
North Carolina,NC,27/12/2021,52,2021,73054,176,76.7,0.73054,0.00176,40
Kentucky,KY,27/12/2021,52,2021,28918,179,62.5,0.28918,0.00179,40
New Jersey,NJ,27/12/2021,52,2021,134497,183,83.9,1.34497,0.00183,40
Missouri,MO,27/12/2021,52,2021,30013,194,62.4,0.30013,0.00194,40
Maryland,MD,27/12/2021,52,2021,59747,195,80.6,0.59747,0.00195,40
Colorado,CO,27/12/2021,52,2021,42020,197,74.7,0.4202,0.00197,40
Minnesota,MN,27/12/2021,52,2021,25988,216,71.5,0.25988,0.00216,40
Oklahoma,OK,27/12/2021,52,2021,12565,219,66.1,0.12565,0.00219,40
Massachusetts,MA,27/12/2021,52,2021,85095,223,90.8,0.85095,0.00223,40
Georgia,GA,27/12/2021,52,2021,106279,234,61.4,1.06279,0.00234,40
Arizona,AZ,27/12/2021,52,2021,26780,246,67.4,0.2678,0.00246,40
Florida,FL,27/12/2021,52,2021,302429,251,74.6,3.02429,0.00251,40
Michigan,MI,27/12/2021,52,2021,64693,285,63.5,0.64693,0.00285,40
New York,NY,27/12/2021,52,2021,143850,340,84.2,1.4385,0.0034,40
Indiana,IN,27/12/2021,52,2021,45928,341,58,0.45928,0.00341,40
Texas,TX,27/12/2021,52,2021,90333,399,66.8,0.90333,0.00399,40
Tennessee,TN,27/12/2021,52,2021,50411,431,58.8,0.50411,0.00431,40
Illinois,IL,27/12/2021,52,2021,138576,451,72.4,1.38576,0.00451,40
Pennsylvania,PA,27/12/2021,52,2021,88775,655,78.3,0.88775,0.00655,40
Ohio,OH,27/12/2021,52,2021,105104,727,60.5,1.05104,0.00727,40
Idaho,ID,01/01/2022,1,2022,0,0,52.2,0,0,41
Mississippi,MS,01/01/2022,1,2022,0,0,55.3,0,0,41
Wyoming,WY,01/01/2022,1,2022,0,0,55.9,0,0,41
Louisiana,LA,01/01/2022,1,2022,0,0,57.6,0,0,41
Indiana,IN,01/01/2022,1,2022,0,0,58,0,0,41
Ohio,OH,01/01/2022,1,2022,0,0,60.6,0,0,41
Georgia,GA,01/01/2022,1,2022,0,0,61.5,0,0,41
West Virginia,WV,01/01/2022,1,2022,0,0,62,0,0,41
Montana,MT,01/01/2022,1,2022,0,0,62.1,0,0,41
North Dakota,ND,01/01/2022,1,2022,0,0,62.3,0,0,41
Missouri,MO,01/01/2022,1,2022,0,0,62.4,0,0,41
Michigan,MI,01/01/2022,1,2022,0,0,63.5,0,0,41
Iowa,IA,01/01/2022,1,2022,0,0,65,0,0,41
Alaska,AK,01/01/2022,1,2022,0,0,65.1,0,0,41
Oklahoma,OK,01/01/2022,1,2022,0,0,66.2,0,0,41
Nebraska,NE,01/01/2022,1,2022,0,0,66.4,0,0,41
Utah,UT,01/01/2022,1,2022,0,0,67.4,0,0,41
Wisconsin,WI,01/01/2022,1,2022,0,0,68.3,0,0,41
Kansas,KS,01/01/2022,1,2022,0,0,69.4,0,0,41
Nevada,NV,01/01/2022,1,2022,0,0,69.8,0,0,41
South Dakota,SD,01/01/2022,1,2022,0,0,71.1,0,0,41
Minnesota,MN,01/01/2022,1,2022,0,0,71.5,0,0,41
Illinois,IL,01/01/2022,1,2022,0,0,72.2,0,0,41
Oregon,OR,01/01/2022,1,2022,0,0,74.1,0,0,41
Virginia,VA,01/01/2022,1,2022,0,0,79.3,0,0,41
New Mexico,NM,01/01/2022,1,2022,0,0,80.9,0,0,41
California,CA,01/01/2022,1,2022,0,0,83.1,0,0,41
Connecticut,CT,01/01/2022,1,2022,0,0,89.1,0,0,41
Massachusetts,MA,01/01/2022,1,2022,0,0,91,0,0,41
New Hampshire,NH,01/01/2022,1,2022,0,0,95,0,0,41
Maine,ME,01/01/2022,1,2022,934,0,86.1,0.00934,0,41
Delaware,DE,01/01/2022,1,2022,3563,0,76.8,0.03563,0,41
Washington,WA,01/01/2022,1,2022,8137,0,75.8,0.08137,0,41
Colorado,CO,01/01/2022,1,2022,11983,0,74.7,0.11983,0,41
Texas,TX,01/01/2022,1,2022,52205,0,66.8,0.52205,0,41
Tennessee,TN,01/01/2022,1,2022,11280,1,58.8,0.1128,0.00001,41
Vermont,VT,01/01/2022,1,2022,506,2,89.6,0.00506,0.00002,41
Hawaii,HI,01/01/2022,1,2022,2707,4,88.6,0.02707,0.00004,41
South Carolina,SC,01/01/2022,1,2022,11262,5,63,0.11262,0.00005,41
Rhode Island,RI,01/01/2022,1,2022,2380,9,89.5,0.0238,0.00009,41
Pennsylvania,PA,01/01/2022,1,2022,23189,9,78.3,0.23189,0.00009,41
Alabama,AL,01/01/2022,1,2022,4989,10,58.7,0.04989,0.0001,41
New Jersey,NJ,01/01/2022,1,2022,32391,16,83.9,0.32391,0.00016,41
North Carolina,NC,01/01/2022,1,2022,21324,19,76.9,0.21324,0.00019,41
Kentucky,KY,01/01/2022,1,2022,5274,24,62.6,0.05274,0.00024,41
Arkansas,AR,01/01/2022,1,2022,4155,32,62.7,0.04155,0.00032,41
Maryland,MD,01/01/2022,1,2022,14916,36,80.6,0.14916,0.00036,41
New York,NY,01/01/2022,1,2022,35752,59,84.4,0.35752,0.00059,41
Florida,FL,01/01/2022,1,2022,45432,62,74.6,0.45432,0.00062,41
Arizona,AZ,01/01/2022,1,2022,8220,125,67.4,0.0822,0.00125,41
Alaska,AK,03/01/2022,2,2022,7853,1,65.5,0.07853,0.00001,42
Vermont,VT,03/01/2022,2,2022,9378,5,90.1,0.09378,0.00005,42
Hawaii,HI,03/01/2022,2,2022,22470,8,90.9,0.2247,0.00008,42
Montana,MT,03/01/2022,2,2022,5139,11,62.4,0.05139,0.00011,42
North Dakota,ND,03/01/2022,2,2022,6950,17,62.7,0.0695,0.00017,42
South Dakota,SD,03/01/2022,2,2022,10207,36,71.7,0.10207,0.00036,42
Rhode Island,RI,03/01/2022,2,2022,31460,40,90.5,0.3146,0.0004,42
Wyoming,WY,03/01/2022,2,2022,4219,46,56.4,0.04219,0.00046,42
New Hampshire,NH,03/01/2022,2,2022,15905,58,95,0.15905,0.00058,42
Virginia,VA,03/01/2022,2,2022,113984,65,79.8,1.13984,0.00065,42
Louisiana,LA,03/01/2022,2,2022,79733,68,58,0.79733,0.00068,42
Maine,ME,03/01/2022,2,2022,13321,72,86.7,0.13321,0.00072,42
Idaho,ID,03/01/2022,2,2022,8069,75,52.5,0.08069,0.00075,42
Mississippi,MS,03/01/2022,2,2022,42810,77,56.4,0.4281,0.00077,42
Delaware,DE,03/01/2022,2,2022,20830,79,77.6,0.2083,0.00079,42
West Virginia,WV,03/01/2022,2,2022,27710,85,62.4,0.2771,0.00085,42
Nevada,NV,03/01/2022,2,2022,27711,90,70.4,0.27711,0.0009,42
Oklahoma,OK,03/01/2022,2,2022,38212,95,66.9,0.38212,0.00095,42
Kansas,KS,03/01/2022,2,2022,46518,95,70.1,0.46518,0.00095,42
Oregon,OR,03/01/2022,2,2022,38437,106,74.5,0.38437,0.00106,42
Utah,UT,03/01/2022,2,2022,45044,109,67.9,0.45044,0.00109,42
South Carolina,SC,03/01/2022,2,2022,82011,110,63.5,0.82011,0.0011,42
Nebraska,NE,03/01/2022,2,2022,17382,127,66.9,0.17382,0.00127,42
New Mexico,NM,03/01/2022,2,2022,19070,128,81.5,0.1907,0.00128,42
Arkansas,AR,03/01/2022,2,2022,42373,134,63.4,0.42373,0.00134,42
Alabama,AL,03/01/2022,2,2022,69342,144,59.1,0.69342,0.00144,42
Washington,WA,03/01/2022,2,2022,77929,151,76.3,0.77929,0.00151,42
Colorado,CO,03/01/2022,2,2022,85862,154,75.2,0.85862,0.00154,42
Iowa,IA,03/01/2022,2,2022,25652,161,65.4,0.25652,0.00161,42
Kentucky,KY,03/01/2022,2,2022,59486,187,63,0.59486,0.00187,42
Georgia,GA,03/01/2022,2,2022,138909,203,61.7,1.38909,0.00203,42
Tennessee,TN,03/01/2022,2,2022,89745,213,59.2,0.89745,0.00213,42
Connecticut,CT,03/01/2022,2,2022,63523,217,90,0.63523,0.00217,42
Wisconsin,WI,03/01/2022,2,2022,65397,229,68.8,0.65397,0.00229,42
Minnesota,MN,03/01/2022,2,2022,41853,250,72,0.41853,0.0025,42
Missouri,MO,03/01/2022,2,2022,89715,267,62.8,0.89715,0.00267,42
North Carolina,NC,03/01/2022,2,2022,159594,267,77.9,1.59594,0.00267,42
Massachusetts,MA,03/01/2022,2,2022,139314,295,91.8,1.39314,0.00295,42
Maryland,MD,03/01/2022,2,2022,92989,339,81.2,0.92989,0.00339,42
Arizona,AZ,03/01/2022,2,2022,71925,350,68.1,0.71925,0.0035,42
New Jersey,NJ,03/01/2022,2,2022,218519,391,84.8,2.18519,0.00391,42
New York,NY,03/01/2022,2,2022,225333,450,85.2,2.25333,0.0045,42
Michigan,MI,03/01/2022,2,2022,145387,463,64,1.45387,0.00463,42
California,CA,03/01/2022,2,2022,470281,494,83.9,4.70281,0.00494,42
Indiana,IN,03/01/2022,2,2022,82569,577,58.4,0.82569,0.00577,42
Ohio,OH,03/01/2022,2,2022,154044,625,61,1.54044,0.00625,42
Florida,FL,03/01/2022,2,2022,438749,628,75.2,4.38749,0.00628,42
Illinois,IL,03/01/2022,2,2022,201428,643,73,2.01428,0.00643,42
Texas,TX,03/01/2022,2,2022,371815,742,67.6,3.71815,0.00742,42
Pennsylvania,PA,03/01/2022,2,2022,180936,928,79.4,1.80936,0.00928,42
Vermont,VT,10/01/2022,3,2022,6703,5,90.8,0.06703,0.00005,43
Alaska,AK,10/01/2022,3,2022,12893,7,65.9,0.12893,0.00007,43
Wyoming,WY,10/01/2022,3,2022,6611,16,56.8,0.06611,0.00016,43
North Dakota,ND,10/01/2022,3,2022,12902,18,63.1,0.12902,0.00018,43
Hawaii,HI,10/01/2022,3,2022,27013,21,91.8,0.27013,0.00021,43
Montana,MT,10/01/2022,3,2022,9215,28,62.8,0.09215,0.00028,43
Idaho,ID,10/01/2022,3,2022,13406,37,52.8,0.13406,0.00037,43
South Dakota,SD,10/01/2022,3,2022,13726,37,72.4,0.13726,0.00037,43
Maine,ME,10/01/2022,3,2022,17158,55,87.4,0.17158,0.00055,43
Utah,UT,10/01/2022,3,2022,68298,55,68.4,0.68298,0.00055,43
Rhode Island,RI,10/01/2022,3,2022,34472,57,91.8,0.34472,0.00057,43
Delaware,DE,10/01/2022,3,2022,21183,59,78.4,0.21183,0.00059,43
New Hampshire,NH,10/01/2022,3,2022,21326,60,95,0.21326,0.0006,43
Kansas,KS,10/01/2022,3,2022,55211,66,70.7,0.55211,0.00066,43
Nebraska,NE,10/01/2022,3,2022,23594,72,67.4,0.23594,0.00072,43
Louisiana,LA,10/01/2022,3,2022,88195,83,58.4,0.88195,0.00083,43
Oklahoma,OK,10/01/2022,3,2022,64239,90,67.6,0.64239,0.0009,43
West Virginia,WV,10/01/2022,3,2022,27086,95,62.8,0.27086,0.00095,43
Mississippi,MS,10/01/2022,3,2022,48081,98,56.9,0.48081,0.00098,43
Arkansas,AR,10/01/2022,3,2022,62776,116,63.9,0.62776,0.00116,43
Nevada,NV,10/01/2022,3,2022,43877,117,71.2,0.43877,0.00117,43
Oregon,OR,10/01/2022,3,2022,53691,122,75,0.53691,0.00122,43
Virginia,VA,10/01/2022,3,2022,121049,143,80.5,1.21049,0.00143,43
New Mexico,NM,10/01/2022,3,2022,29826,162,82.3,0.29826,0.00162,43
Connecticut,CT,10/01/2022,3,2022,63861,179,90.9,0.63861,0.00179,43
Iowa,IA,10/01/2022,3,2022,37410,182,65.8,0.3741,0.00182,43
Colorado,CO,10/01/2022,3,2022,93468,191,75.8,0.93468,0.00191,43
Washington,WA,10/01/2022,3,2022,112224,192,76.8,1.12224,0.00192,43
Minnesota,MN,10/01/2022,3,2022,74181,205,72.5,0.74181,0.00205,43
Kentucky,KY,10/01/2022,3,2022,81554,206,63.5,0.81554,0.00206,43
South Carolina,SC,10/01/2022,3,2022,111169,213,64.1,1.11169,0.00213,43
Alabama,AL,10/01/2022,3,2022,78136,236,59.6,0.78136,0.00236,43
Wisconsin,WI,10/01/2022,3,2022,111546,247,69.4,1.11546,0.00247,43
Missouri,MO,10/01/2022,3,2022,84850,273,63.4,0.8485,0.00273,43
Georgia,GA,10/01/2022,3,2022,134531,282,62.3,1.34531,0.00282,43
Michigan,MI,10/01/2022,3,2022,128398,332,64.4,1.28398,0.00332,43
North Carolina,NC,10/01/2022,3,2022,211636,357,79,2.11636,0.00357,43
Massachusetts,MA,10/01/2022,3,2022,146355,371,92.9,1.46355,0.00371,43
Maryland,MD,10/01/2022,3,2022,82128,419,82.1,0.82128,0.00419,43
Arizona,AZ,10/01/2022,3,2022,126522,467,68.7,1.26522,0.00467,43
New York,NY,10/01/2022,3,2022,189261,564,86.1,1.89261,0.00564,43
Tennessee,TN,10/01/2022,3,2022,109781,582,59.6,1.09781,0.00582,43
California,CA,10/01/2022,3,2022,841593,599,84.8,8.41593,0.00599,43
Indiana,IN,10/01/2022,3,2022,96454,612,58.9,0.96454,0.00612,43
New Jersey,NJ,10/01/2022,3,2022,163894,635,85.8,1.63894,0.00635,43
Texas,TX,10/01/2022,3,2022,424635,701,68.2,4.24635,0.00701,43
Ohio,OH,10/01/2022,3,2022,187851,850,61.5,1.87851,0.0085,43
Illinois,IL,10/01/2022,3,2022,207203,872,73.9,2.07203,0.00872,43
Pennsylvania,PA,10/01/2022,3,2022,184907,969,80.4,1.84907,0.00969,43
Florida,FL,10/01/2022,3,2022,377286,1122,75.8,3.77286,0.01122,43
Alaska,AK,17/01/2022,4,2022,16283,1,67.6,0.16283,0.00001,44
Wyoming,WY,17/01/2022,4,2022,8901,13,57.3,0.08901,0.00013,44
Hawaii,HI,17/01/2022,4,2022,32685,19,85.3,0.32685,0.00019,44
North Dakota,ND,17/01/2022,4,2022,16000,22,63.7,0.16,0.00022,44
Vermont,VT,17/01/2022,4,2022,11683,24,91.6,0.11683,0.00024,44
Nebraska,NE,17/01/2022,4,2022,29141,29,68.3,0.29141,0.00029,44
Montana,MT,17/01/2022,4,2022,10015,31,63.4,0.10015,0.00031,44
Maine,ME,17/01/2022,4,2022,14771,40,88.2,0.14771,0.0004,44
South Dakota,SD,17/01/2022,4,2022,13519,42,73.4,0.13519,0.00042,44
Idaho,ID,17/01/2022,4,2022,17200,48,54.1,0.172,0.00048,44
Oregon,OR,17/01/2022,4,2022,57501,53,75.7,0.57501,0.00053,44
Delaware,DE,17/01/2022,4,2022,13614,56,79.6,0.13614,0.00056,44
New Hampshire,NH,17/01/2022,4,2022,21895,56,95,0.21895,0.00056,44
Arkansas,AR,17/01/2022,4,2022,59044,68,64.7,0.59044,0.00068,44
Utah,UT,17/01/2022,4,2022,75655,79,69,0.75655,0.00079,44
Rhode Island,RI,17/01/2022,4,2022,21565,84,93.7,0.21565,0.00084,44
