State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100,Index3
California,CA,29/03/2021,13,2021,18758,853,32.7,0.18758,0.00853,1
North Dakota,ND,29/03/2021,13,2021,1055,0,34.3,0.01055,0,1
Alaska,AK,29/03/2021,13,2021,1232,2,34.8,0.01232,0.00002,1
Wyoming,WY,29/03/2021,13,2021,401,5,27.9,0.00401,0.00005,1
Hawaii,HI,29/03/2021,13,2021,820,5,33,0.0082,0.00005,1
South Dakota,SD,29/03/2021,13,2021,1280,5,37,0.0128,0.00005,1
Nebraska,NE,29/03/2021,13,2021,2413,6,32.5,0.02413,0.00006,1
Vermont,VT,29/03/2021,13,2021,1262,8,36.4,0.01262,0.00008,1
Maine,ME,29/03/2021,13,2021,2271,9,36.9,0.02271,0.00009,1
Idaho,ID,29/03/2021,13,2021,1753,12,27.3,0.01753,0.00012,1
New Hampshire,NH,29/03/2021,13,2021,2703,12,40.1,0.02703,0.00012,1
Oregon,OR,29/03/2021,13,2021,2778,16,30.1,0.02778,0.00016,1
Delaware,DE,29/03/2021,13,2021,2351,21,33.5,0.02351,0.00021,1
Rhode Island,RI,29/03/2021,13,2021,2795,21,34.5,0.02795,0.00021,1
Mississippi,MS,29/03/2021,13,2021,1442,24,25.5,0.01442,0.00024,1
New Mexico,NM,29/03/2021,13,2021,1265,26,40.2,0.01265,0.00026,1
Montana,MT,29/03/2021,13,2021,940,29,32.4,0.0094,0.00029,1
Utah,UT,29/03/2021,13,2021,2824,31,28,0.02824,0.00031,1
Oklahoma,OK,29/03/2021,13,2021,1604,33,32.6,0.01604,0.00033,1
Colorado,CO,29/03/2021,13,2021,9380,35,31.9,0.0938,0.00035,1
Nevada,NV,29/03/2021,13,2021,1998,38,29.2,0.01998,0.00038,1
Connecticut,CT,29/03/2021,13,2021,8746,39,37.6,0.08746,0.00039,1
Kansas,KS,29/03/2021,13,2021,1440,41,32.9,0.0144,0.00041,1
Missouri,MO,29/03/2021,13,2021,3645,49,27.6,0.03645,0.00049,1
Minnesota,MN,29/03/2021,13,2021,12434,50,33.5,0.12434,0.0005,1
Arkansas,AR,29/03/2021,13,2021,1110,51,28.3,0.0111,0.00051,1
Kentucky,KY,29/03/2021,13,2021,3594,52,32.7,0.03594,0.00052,1
Washington,WA,29/03/2021,13,2021,7297,60,31.6,0.07297,0.0006,1
West Virginia,WV,29/03/2021,13,2021,2790,62,31.6,0.0279,0.00062,1
Indiana,IN,29/03/2021,13,2021,7022,62,27,0.07022,0.00062,1
Alabama,AL,29/03/2021,13,2021,2467,66,25.2,0.02467,0.00066,1
Wisconsin,WI,29/03/2021,13,2021,4927,67,34.2,0.04927,0.00067,1
Louisiana,LA,29/03/2021,13,2021,2400,74,27.5,0.024,0.00074,1
Arizona,AZ,29/03/2021,13,2021,4504,79,31.3,0.04504,0.00079,1
North Carolina,NC,29/03/2021,13,2021,11632,80,30.6,0.11632,0.0008,1
Tennessee,TN,29/03/2021,13,2021,8190,81,26.8,0.0819,0.00081,1
South Carolina,SC,29/03/2021,13,2021,6337,90,28.4,0.06337,0.0009,1
Iowa,IA,29/03/2021,13,2021,3696,104,33.5,0.03696,0.00104,1
Maryland,MD,29/03/2021,13,2021,8951,104,33.3,0.08951,0.00104,1
Ohio,OH,29/03/2021,13,2021,13408,116,31.1,0.13408,0.00116,1
Virginia,VA,29/03/2021,13,2021,9781,130,33.7,0.09781,0.0013,1
Illinois,IL,29/03/2021,13,2021,18607,137,33.2,0.18607,0.00137,1
New York,NY,29/03/2021,13,2021,28082,164,33.4,0.28082,0.00164,1
Massachusetts,MA,29/03/2021,13,2021,15676,185,36.6,0.15676,0.00185,1
Pennsylvania,PA,29/03/2021,13,2021,29969,202,34.2,0.29969,0.00202,1
New Jersey,NJ,29/03/2021,13,2021,31253,250,35.7,0.31253,0.0025,1
Michigan,MI,29/03/2021,13,2021,43402,269,30.5,0.43402,0.00269,1
Georgia,GA,29/03/2021,13,2021,9250,284,25.7,0.0925,0.00284,1
Texas,TX,29/03/2021,13,2021,23145,299,27.5,0.23145,0.00299,1
Florida,FL,29/03/2021,13,2021,37919,384,29.5,0.37919,0.00384,1
California,CA,05/04/2021,14,2021,17273,709,37.5,0.17273,0.00709,2
California,CA,12/04/2021,15,2021,18888,577,42.4,0.18888,0.00577,3
Wyoming,WY,05/04/2021,14,2021,426,1,29.3,0.00426,0.00001,2
Alaska,AK,05/04/2021,14,2021,1194,1,36.7,0.01194,0.00001,2
Hawaii,HI,05/04/2021,14,2021,710,4,35.5,0.0071,0.00004,2
Vermont,VT,05/04/2021,14,2021,1022,5,40.5,0.01022,0.00005,2
North Dakota,ND,05/04/2021,14,2021,1107,5,36.3,0.01107,0.00005,2
Maine,ME,05/04/2021,14,2021,2678,5,42.7,0.02678,0.00005,2
Kansas,KS,05/04/2021,14,2021,1363,6,36.8,0.01363,0.00006,2
South Dakota,SD,05/04/2021,14,2021,1344,8,40.4,0.01344,0.00008,2
New Hampshire,NH,05/04/2021,14,2021,2998,9,48.7,0.02998,0.00009,2
Rhode Island,RI,05/04/2021,14,2021,2714,11,39,0.02714,0.00011,2
Delaware,DE,05/04/2021,14,2021,2082,12,37.3,0.02082,0.00012,2
Mississippi,MS,05/04/2021,14,2021,1524,19,27.5,0.01524,0.00019,2
Arkansas,AR,05/04/2021,14,2021,1083,20,30.8,0.01083,0.0002,2
Idaho,ID,05/04/2021,14,2021,2193,27,30.1,0.02193,0.00027,2
Utah,UT,05/04/2021,14,2021,2763,27,31.8,0.02763,0.00027,2
New Mexico,NM,05/04/2021,14,2021,1216,28,43.9,0.01216,0.00028,2
Colorado,CO,05/04/2021,14,2021,10943,31,36.5,0.10943,0.00031,2
Montana,MT,05/04/2021,14,2021,1033,32,35.8,0.01033,0.00032,2
Iowa,IA,05/04/2021,14,2021,3635,35,36.7,0.03635,0.00035,2
Oklahoma,OK,05/04/2021,14,2021,1590,37,35,0.0159,0.00037,2
Wisconsin,WI,05/04/2021,14,2021,6311,38,38.3,0.06311,0.00038,2
Nebraska,NE,05/04/2021,14,2021,2434,39,36.2,0.02434,0.00039,2
Missouri,MO,05/04/2021,14,2021,3986,39,30.5,0.03986,0.00039,2
Connecticut,CT,05/04/2021,14,2021,7630,40,42.6,0.0763,0.0004,2
Washington,WA,05/04/2021,14,2021,7735,44,35.7,0.07735,0.00044,2
West Virginia,WV,05/04/2021,14,2021,2648,49,33.4,0.02648,0.00049,2
Oregon,OR,05/04/2021,14,2021,3605,49,34.1,0.03605,0.00049,2
Kentucky,KY,05/04/2021,14,2021,3554,51,35.7,0.03554,0.00051,2
Alabama,AL,05/04/2021,14,2021,2218,55,28,0.02218,0.00055,2
Louisiana,LA,05/04/2021,14,2021,3369,55,29.3,0.03369,0.00055,2
Nevada,NV,05/04/2021,14,2021,2788,58,32.7,0.02788,0.00058,2
Indiana,IN,05/04/2021,14,2021,7606,64,30,0.07606,0.00064,2
Minnesota,MN,05/04/2021,14,2021,14010,69,37.2,0.1401,0.00069,2
North Carolina,NC,05/04/2021,14,2021,11739,73,33.1,0.11739,0.00073,2
South Carolina,SC,05/04/2021,14,2021,5685,80,31.8,0.05685,0.0008,2
Tennessee,TN,05/04/2021,14,2021,7731,82,29.5,0.07731,0.00082,2
Massachusetts,MA,05/04/2021,14,2021,14346,86,42,0.14346,0.00086,2
Arizona,AZ,05/04/2021,14,2021,4558,101,34.3,0.04558,0.00101,2
Maryland,MD,05/04/2021,14,2021,9587,118,37.8,0.09587,0.00118,2
Illinois,IL,05/04/2021,14,2021,22645,142,37.3,0.22645,0.00142,2
Virginia,VA,05/04/2021,14,2021,10404,143,37.9,0.10404,0.00143,2
New York,NY,05/04/2021,14,2021,27027,149,37.9,0.27027,0.00149,2
Ohio,OH,05/04/2021,14,2021,13589,173,34.7,0.13589,0.00173,2
Pennsylvania,PA,05/04/2021,14,2021,29829,214,38.5,0.29829,0.00214,2
New Jersey,NJ,05/04/2021,14,2021,26707,227,40.7,0.26707,0.00227,2
Georgia,GA,05/04/2021,14,2021,9020,278,28.8,0.0902,0.00278,2
Texas,TX,05/04/2021,14,2021,24287,286,31.5,0.24287,0.00286,2
Florida,FL,05/04/2021,14,2021,42155,318,33.5,0.42155,0.00318,2
Michigan,MI,05/04/2021,14,2021,48208,346,34.2,0.48208,0.00346,2
California,CA,19/04/2021,16,2021,13773,445,46.1,0.13773,0.00445,4
California,CA,26/04/2021,17,2021,12341,490,49.2,0.12341,0.0049,5
Alaska,AK,12/04/2021,15,2021,1048,0,39.4,0.01048,0,3
Nebraska,NE,12/04/2021,15,2021,2286,0,40.1,0.02286,0,3
Wyoming,WY,12/04/2021,15,2021,431,2,32.2,0.00431,0.00002,3
Hawaii,HI,12/04/2021,15,2021,650,3,39.2,0.0065,0.00003,3
Utah,UT,12/04/2021,15,2021,2749,5,35.4,0.02749,0.00005,3
Vermont,VT,12/04/2021,15,2021,852,6,45.5,0.00852,0.00006,3
South Dakota,SD,12/04/2021,15,2021,1351,7,42.7,0.01351,0.00007,3
North Dakota,ND,12/04/2021,15,2021,1009,8,37.8,0.01009,0.00008,3
New Hampshire,NH,12/04/2021,15,2021,2833,10,58,0.02833,0.0001,3
Kansas,KS,12/04/2021,15,2021,1625,15,39.8,0.01625,0.00015,3
Maine,ME,12/04/2021,15,2021,2943,15,48.5,0.02943,0.00015,3
Rhode Island,RI,12/04/2021,15,2021,2702,17,44.1,0.02702,0.00017,3
Oregon,OR,12/04/2021,15,2021,4416,20,38.2,0.04416,0.0002,3
Montana,MT,12/04/2021,15,2021,947,22,38,0.00947,0.00022,3
Oklahoma,OK,12/04/2021,15,2021,1635,23,36.6,0.01635,0.00023,3
New Mexico,NM,12/04/2021,15,2021,1703,23,47.3,0.01703,0.00023,3
Idaho,ID,12/04/2021,15,2021,1574,24,31.8,0.01574,0.00024,3
Iowa,IA,12/04/2021,15,2021,3255,24,40.4,0.03255,0.00024,3
Delaware,DE,12/04/2021,15,2021,2478,25,41.1,0.02478,0.00025,3
Arkansas,AR,12/04/2021,15,2021,1354,32,33.1,0.01354,0.00032,3
Colorado,CO,12/04/2021,15,2021,11221,33,41.4,0.11221,0.00033,3
Mississippi,MS,12/04/2021,15,2021,1697,34,28.9,0.01697,0.00034,3
Nevada,NV,12/04/2021,15,2021,2763,34,36,0.02763,0.00034,3
West Virginia,WV,12/04/2021,15,2021,2763,38,34.5,0.02763,0.00038,3
Missouri,MO,12/04/2021,15,2021,14226,41,33.7,0.14226,0.00041,3
Alabama,AL,12/04/2021,15,2021,3682,43,30.1,0.03682,0.00043,3
Wisconsin,WI,12/04/2021,15,2021,6048,43,41.7,0.06048,0.00043,3
South Carolina,SC,12/04/2021,15,2021,6624,47,34.1,0.06624,0.00047,3
Kentucky,KY,12/04/2021,15,2021,4245,48,38.3,0.04245,0.00048,3
Connecticut,CT,12/04/2021,15,2021,8255,57,48.2,0.08255,0.00057,3
Washington,WA,12/04/2021,15,2021,9116,58,39.7,0.09116,0.00058,3
Arizona,AZ,12/04/2021,15,2021,4029,59,37,0.04029,0.00059,3
Tennessee,TN,12/04/2021,15,2021,11262,59,31.6,0.11262,0.00059,3
Minnesota,MN,12/04/2021,15,2021,14259,61,41.6,0.14259,0.00061,3
Massachusetts,MA,12/04/2021,15,2021,13672,68,47.7,0.13672,0.00068,3
Louisiana,LA,12/04/2021,15,2021,3582,69,30.8,0.03582,0.00069,3
North Carolina,NC,12/04/2021,15,2021,13854,75,35.9,0.13854,0.00075,3
Indiana,IN,12/04/2021,15,2021,8052,79,32.8,0.08052,0.00079,3
Virginia,VA,12/04/2021,15,2021,10581,109,41.7,0.10581,0.00109,3
Maryland,MD,12/04/2021,15,2021,9612,113,41.6,0.09612,0.00113,3
New York,NY,12/04/2021,15,2021,23753,155,42.1,0.23753,0.00155,3
Illinois,IL,12/04/2021,15,2021,22745,168,41.1,0.22745,0.00168,3
Ohio,OH,12/04/2021,15,2021,14499,172,37.3,0.14499,0.00172,3
Pennsylvania,PA,12/04/2021,15,2021,34728,259,42.7,0.34728,0.00259,3
Georgia,GA,12/04/2021,15,2021,10600,269,32.1,0.106,0.00269,3
New Jersey,NJ,12/04/2021,15,2021,25601,275,45.4,0.25601,0.00275,3
Texas,TX,12/04/2021,15,2021,23563,290,34.8,0.23563,0.0029,3
Florida,FL,12/04/2021,15,2021,43808,371,37.3,0.43808,0.00371,3
Michigan,MI,12/04/2021,15,2021,40931,443,38.1,0.40931,0.00443,3
California,CA,03/05/2021,18,2021,12466,542,51.1,0.12466,0.00542,6
California,CA,10/05/2021,19,2021,10847,277,52.7,0.10847,0.00277,7
Alaska,AK,19/04/2021,16,2021,1064,0,40.9,0.01064,0,4
Vermont,VT,19/04/2021,16,2021,586,1,50.6,0.00586,0.00001,4
Wyoming,WY,19/04/2021,16,2021,433,2,33.2,0.00433,0.00002,4
Hawaii,HI,19/04/2021,16,2021,559,4,49.1,0.00559,0.00004,4
South Dakota,SD,19/04/2021,16,2021,930,5,43.9,0.0093,0.00005,4
North Dakota,ND,19/04/2021,16,2021,934,7,38.6,0.00934,0.00007,4
Maine,ME,19/04/2021,16,2021,2099,7,52,0.02099,0.00007,4
Rhode Island,RI,19/04/2021,16,2021,2012,10,49.1,0.02012,0.0001,4
Delaware,DE,19/04/2021,16,2021,2167,13,44.5,0.02167,0.00013,4
Idaho,ID,19/04/2021,16,2021,1326,14,33.1,0.01326,0.00014,4
Kansas,KS,19/04/2021,16,2021,1675,15,41.6,0.01675,0.00015,4
New Hampshire,NH,19/04/2021,16,2021,2263,16,59.2,0.02263,0.00016,4
Utah,UT,19/04/2021,16,2021,2641,16,38,0.02641,0.00016,4
Montana,MT,19/04/2021,16,2021,959,18,39.7,0.00959,0.00018,4
New Mexico,NM,19/04/2021,16,2021,1358,23,49.6,0.01358,0.00023,4
Mississippi,MS,19/04/2021,16,2021,1675,23,30.2,0.01675,0.00023,4
Arkansas,AR,19/04/2021,16,2021,1235,24,34.7,0.01235,0.00024,4
Oregon,OR,19/04/2021,16,2021,5429,24,41.6,0.05429,0.00024,4
Oklahoma,OK,19/04/2021,16,2021,1554,25,37.8,0.01554,0.00025,4
Nebraska,NE,19/04/2021,16,2021,2189,29,42.1,0.02189,0.00029,4
Missouri,MO,19/04/2021,16,2021,0,33,35.8,0,0.00033,4
West Virginia,WV,19/04/2021,16,2021,2551,37,35.2,0.02551,0.00037,4
Alabama,AL,19/04/2021,16,2021,3744,45,31.5,0.03744,0.00045,4
Iowa,IA,19/04/2021,16,2021,2968,46,42.6,0.02968,0.00046,4
Connecticut,CT,19/04/2021,16,2021,5647,46,52.1,0.05647,0.00046,4
Kentucky,KY,19/04/2021,16,2021,3441,49,40,0.03441,0.00049,4
Louisiana,LA,19/04/2021,16,2021,3418,51,31.7,0.03418,0.00051,4
Wisconsin,WI,19/04/2021,16,2021,5112,52,44.3,0.05112,0.00052,4
Washington,WA,19/04/2021,16,2021,9983,54,43.4,0.09983,0.00054,4
Indiana,IN,19/04/2021,16,2021,6839,55,34.7,0.06839,0.00055,4
Nevada,NV,19/04/2021,16,2021,2653,56,38.1,0.02653,0.00056,4
Colorado,CO,19/04/2021,16,2021,12021,61,44.2,0.12021,0.00061,4
Minnesota,MN,19/04/2021,16,2021,12151,67,44.3,0.12151,0.00067,4
Massachusetts,MA,19/04/2021,16,2021,10320,72,52.3,0.1032,0.00072,4
Tennessee,TN,19/04/2021,16,2021,7365,83,33.2,0.07365,0.00083,4
North Carolina,NC,19/04/2021,16,2021,12967,86,37.9,0.12967,0.00086,4
South Carolina,SC,19/04/2021,16,2021,5780,92,35.4,0.0578,0.00092,4
Arizona,AZ,19/04/2021,16,2021,5026,109,39.3,0.05026,0.00109,4
Virginia,VA,19/04/2021,16,2021,8077,110,44.9,0.08077,0.0011,4
Maryland,MD,19/04/2021,16,2021,7492,125,45.8,0.07492,0.00125,4
Ohio,OH,19/04/2021,16,2021,11334,131,39.2,0.11334,0.00131,4
New York,NY,19/04/2021,16,2021,17600,133,45.3,0.176,0.00133,4
Illinois,IL,19/04/2021,16,2021,19423,169,44.3,0.19423,0.00169,4
Georgia,GA,19/04/2021,16,2021,9552,216,33.8,0.09552,0.00216,4
New Jersey,NJ,19/04/2021,16,2021,20493,233,49.1,0.20493,0.00233,4
Texas,TX,19/04/2021,16,2021,23278,287,36.8,0.23278,0.00287,4
Pennsylvania,PA,19/04/2021,16,2021,27129,322,47,0.27129,0.00322,4
Florida,FL,19/04/2021,16,2021,39286,406,39.9,0.39286,0.00406,4
California,CA,17/05/2021,20,2021,8116,278,54.9,0.08116,0.00278,8
Michigan,MI,19/04/2021,16,2021,29681,531,40.8,0.29681,0.00531,4
Alaska,AK,26/04/2021,17,2021,995,0,42.1,0.00995,0,5
West Virginia,WV,26/04/2021,17,2021,2430,0,35.9,0.0243,0,5
Wyoming,WY,26/04/2021,17,2021,454,2,34.1,0.00454,0.00002,5
Nebraska,NE,26/04/2021,17,2021,1434,3,43.1,0.01434,0.00003,5
Vermont,VT,26/04/2021,17,2021,516,4,55.7,0.00516,0.00004,5
Hawaii,HI,26/04/2021,17,2021,717,5,53.2,0.00717,0.00005,5
North Dakota,ND,26/04/2021,17,2021,1020,8,39.4,0.0102,0.00008,5
South Dakota,SD,26/04/2021,17,2021,702,9,45,0.00702,0.00009,5
Oklahoma,OK,26/04/2021,17,2021,1523,10,38.7,0.01523,0.0001,5
Montana,MT,26/04/2021,17,2021,937,11,41,0.00937,0.00011,5
Delaware,DE,26/04/2021,17,2021,1639,11,47.1,0.01639,0.00011,5
Rhode Island,RI,26/04/2021,17,2021,1663,13,53,0.01663,0.00013,5
Idaho,ID,26/04/2021,17,2021,1502,14,34.1,0.01502,0.00014,5
Kansas,KS,26/04/2021,17,2021,1765,14,42.7,0.01765,0.00014,5
Oregon,OR,26/04/2021,17,2021,5667,14,44.3,0.05667,0.00014,5
Maine,ME,26/04/2021,17,2021,2470,17,55.1,0.0247,0.00017,5
New Hampshire,NH,26/04/2021,17,2021,1621,22,60.5,0.01621,0.00022,5
Utah,UT,26/04/2021,17,2021,2583,23,39.8,0.02583,0.00023,5
Arkansas,AR,26/04/2021,17,2021,1326,24,35.7,0.01326,0.00024,5
Iowa,IA,26/04/2021,17,2021,2496,25,44.3,0.02496,0.00025,5
Mississippi,MS,26/04/2021,17,2021,1450,34,31.1,0.0145,0.00034,5
Missouri,MO,26/04/2021,17,2021,5021,34,37.9,0.05021,0.00034,5
Kentucky,KY,26/04/2021,17,2021,3751,38,41.3,0.03751,0.00038,5
New Mexico,NM,26/04/2021,17,2021,1517,42,51.2,0.01517,0.00042,5
Nevada,NV,26/04/2021,17,2021,2585,42,39.9,0.02585,0.00042,5
Louisiana,LA,26/04/2021,17,2021,2996,46,32.2,0.02996,0.00046,5
Alabama,AL,26/04/2021,17,2021,2419,47,32.6,0.02419,0.00047,5
Connecticut,CT,26/04/2021,17,2021,4181,50,55.2,0.04181,0.0005,5
Colorado,CO,26/04/2021,17,2021,12022,53,46.8,0.12022,0.00053,5
Tennessee,TN,26/04/2021,17,2021,6838,58,34.5,0.06838,0.00058,5
Washington,WA,26/04/2021,17,2021,9744,65,46.8,0.09744,0.00065,5
Indiana,IN,26/04/2021,17,2021,7618,66,36.4,0.07618,0.00066,5
Massachusetts,MA,26/04/2021,17,2021,8709,76,56.7,0.08709,0.00076,5
Arizona,AZ,26/04/2021,17,2021,5495,78,41,0.05495,0.00078,5
North Carolina,NC,26/04/2021,17,2021,11703,85,39.4,0.11703,0.00085,5
South Carolina,SC,26/04/2021,17,2021,4702,94,36.7,0.04702,0.00094,5
Wisconsin,WI,26/04/2021,17,2021,5148,95,45.9,0.05148,0.00095,5
Minnesota,MN,26/04/2021,17,2021,10837,97,47.4,0.10837,0.00097,5
Virginia,VA,26/04/2021,17,2021,7104,100,47.5,0.07104,0.001,5
Maryland,MD,26/04/2021,17,2021,5989,111,48.9,0.05989,0.00111,5
New York,NY,26/04/2021,17,2021,13777,111,48,0.13777,0.00111,5
Ohio,OH,26/04/2021,17,2021,10586,162,40.6,0.10586,0.00162,5
Illinois,IL,26/04/2021,17,2021,18870,216,46.9,0.1887,0.00216,5
New Jersey,NJ,26/04/2021,17,2021,11620,221,52,0.1162,0.00221,5
Georgia,GA,26/04/2021,17,2021,8635,239,35.2,0.08635,0.00239,5
Texas,TX,26/04/2021,17,2021,23775,258,38.5,0.23775,0.00258,5
Pennsylvania,PA,26/04/2021,17,2021,22984,270,50.1,0.22984,0.0027,5
Florida,FL,26/04/2021,17,2021,34489,361,42.3,0.34489,0.00361,5
Michigan,MI,26/04/2021,17,2021,23299,478,42.9,0.23299,0.00478,5
California,CA,24/05/2021,21,2021,11654,277,56.4,0.11654,0.00277,9
Vermont,VT,03/05/2021,18,2021,409,2,59.9,0.00409,0.00002,6
Alaska,AK,03/05/2021,18,2021,698,2,42.7,0.00698,0.00002,6
Wyoming,WY,03/05/2021,18,2021,479,3,34.7,0.00479,0.00003,6
Hawaii,HI,03/05/2021,18,2021,658,4,58.5,0.00658,0.00004,6
North Dakota,ND,03/05/2021,18,2021,774,5,40,0.00774,0.00005,6
Nebraska,NE,03/05/2021,18,2021,1309,6,44.3,0.01309,0.00006,6
Maine,ME,03/05/2021,18,2021,1928,6,57.1,0.01928,0.00006,6
Delaware,DE,03/05/2021,18,2021,1295,10,48.9,0.01295,0.0001,6
New Hampshire,NH,03/05/2021,18,2021,1338,10,61.2,0.01338,0.0001,6
South Dakota,SD,03/05/2021,18,2021,570,13,45.6,0.0057,0.00013,6
Rhode Island,RI,03/05/2021,18,2021,1269,15,54.5,0.01269,0.00015,6
Missouri,MO,03/05/2021,18,2021,3589,15,38.8,0.03589,0.00015,6
Idaho,ID,03/05/2021,18,2021,1125,16,35,0.01125,0.00016,6
Oklahoma,OK,03/05/2021,18,2021,1288,17,39.3,0.01288,0.00017,6
Montana,MT,03/05/2021,18,2021,904,18,41.9,0.00904,0.00018,6
Arkansas,AR,03/05/2021,18,2021,1447,19,36.5,0.01447,0.00019,6
Utah,UT,03/05/2021,18,2021,2387,20,40.9,0.02387,0.0002,6
Oregon,OR,03/05/2021,18,2021,5207,30,47.5,0.05207,0.0003,6
New Mexico,NM,03/05/2021,18,2021,1576,31,52.7,0.01576,0.00031,6
Iowa,IA,03/05/2021,18,2021,2333,32,45.4,0.02333,0.00032,6
Kansas,KS,03/05/2021,18,2021,1395,34,43.6,0.01395,0.00034,6
Nevada,NV,03/05/2021,18,2021,2541,34,41.1,0.02541,0.00034,6
Mississippi,MS,03/05/2021,18,2021,1427,36,32,0.01427,0.00036,6
Connecticut,CT,03/05/2021,18,2021,3324,40,57.1,0.03324,0.0004,6
Kentucky,KY,03/05/2021,18,2021,3559,40,42.2,0.03559,0.0004,6
West Virginia,WV,03/05/2021,18,2021,2503,47,36.5,0.02503,0.00047,6
Massachusetts,MA,03/05/2021,18,2021,6261,50,59.7,0.06261,0.0005,6
Louisiana,LA,03/05/2021,18,2021,3303,51,33.2,0.03303,0.00051,6
Tennessee,TN,03/05/2021,18,2021,5635,53,35.6,0.05635,0.00053,6
Colorado,CO,03/05/2021,18,2021,9421,53,48.4,0.09421,0.00053,6
Alabama,AL,03/05/2021,18,2021,2486,63,33.6,0.02486,0.00063,6
Washington,WA,03/05/2021,18,2021,9153,65,49.1,0.09153,0.00065,6
Indiana,IN,03/05/2021,18,2021,7234,67,37.7,0.07234,0.00067,6
Arizona,AZ,03/05/2021,18,2021,4811,69,42.1,0.04811,0.00069,6
Minnesota,MN,03/05/2021,18,2021,9435,70,49.2,0.09435,0.0007,6
South Carolina,SC,03/05/2021,18,2021,4225,80,37.7,0.04225,0.0008,6
Maryland,MD,03/05/2021,18,2021,4351,83,50.9,0.04351,0.00083,6
Wisconsin,WI,03/05/2021,18,2021,4633,83,47,0.04633,0.00083,6
North Carolina,NC,03/05/2021,18,2021,9912,87,40.4,0.09912,0.00087,6
Virginia,VA,03/05/2021,18,2021,5336,104,49.4,0.05336,0.00104,6
New York,NY,03/05/2021,18,2021,10802,131,49.8,0.10802,0.00131,6
Ohio,OH,03/05/2021,18,2021,8796,144,41.6,0.08796,0.00144,6
Georgia,GA,03/05/2021,18,2021,7843,156,36.3,0.07843,0.00156,6
New Jersey,NJ,03/05/2021,18,2021,8743,203,53.9,0.08743,0.00203,6
Illinois,IL,03/05/2021,18,2021,15358,216,48.5,0.15358,0.00216,6
Texas,TX,03/05/2021,18,2021,16981,249,39.5,0.16981,0.00249,6
Pennsylvania,PA,03/05/2021,18,2021,18032,279,52.3,0.18032,0.00279,6
Florida,FL,03/05/2021,18,2021,27547,382,43.8,0.27547,0.00382,6
Michigan,MI,03/05/2021,18,2021,15440,432,44.2,0.1544,0.00432,6
California,CA,31/05/2021,22,2021,5584,243,57.7,0.05584,0.00243,10
Vermont,VT,10/05/2021,19,2021,344,1,64.1,0.00344,0.00001,7
Wyoming,WY,10/05/2021,19,2021,456,2,35.3,0.00456,0.00002,7
Hawaii,HI,10/05/2021,19,2021,524,4,60.9,0.00524,0.00004,7
Alaska,AK,10/05/2021,19,2021,530,4,43.6,0.0053,0.00004,7
North Dakota,ND,10/05/2021,19,2021,622,5,40.5,0.00622,0.00005,7
Montana,MT,10/05/2021,19,2021,755,6,42.8,0.00755,0.00006,7
Maine,ME,10/05/2021,19,2021,1623,7,58.8,0.01623,0.00007,7
Idaho,ID,10/05/2021,19,2021,1103,8,35.8,0.01103,0.00008,7
South Dakota,SD,10/05/2021,19,2021,399,11,46.3,0.00399,0.00011,7
Rhode Island,RI,10/05/2021,19,2021,875,12,56.4,0.00875,0.00012,7
Oklahoma,OK,10/05/2021,19,2021,901,13,40,0.00901,0.00013,7
Missouri,MO,10/05/2021,19,2021,2998,14,39.6,0.02998,0.00014,7
Delaware,DE,10/05/2021,19,2021,926,15,50.3,0.00926,0.00015,7
Iowa,IA,10/05/2021,19,2021,1669,16,46.3,0.01669,0.00016,7
New Hampshire,NH,10/05/2021,19,2021,1062,17,59.6,0.01062,0.00017,7
New Mexico,NM,10/05/2021,19,2021,1306,17,54,0.01306,0.00017,7
Nebraska,NE,10/05/2021,19,2021,908,19,45.5,0.00908,0.00019,7
Mississippi,MS,10/05/2021,19,2021,1222,20,32.5,0.01222,0.0002,7
Kansas,KS,10/05/2021,19,2021,1131,22,44.5,0.01131,0.00022,7
West Virginia,WV,10/05/2021,19,2021,2229,31,37.9,0.02229,0.00031,7
Nevada,NV,10/05/2021,19,2021,2473,32,42.3,0.02473,0.00032,7
Arkansas,AR,10/05/2021,19,2021,1272,33,37.4,0.01272,0.00033,7
Utah,UT,10/05/2021,19,2021,2205,35,42.2,0.02205,0.00035,7
Connecticut,CT,10/05/2021,19,2021,2204,36,58.6,0.02204,0.00036,7
Kentucky,KY,10/05/2021,19,2021,2850,43,43.3,0.0285,0.00043,7
Louisiana,LA,10/05/2021,19,2021,3066,45,34,0.03066,0.00045,7
South Carolina,SC,10/05/2021,19,2021,3302,50,38.6,0.03302,0.0005,7
Alabama,AL,10/05/2021,19,2021,8974,50,34.6,0.08974,0.0005,7
Arizona,AZ,10/05/2021,19,2021,4114,52,43.4,0.04114,0.00052,7
Washington,WA,10/05/2021,19,2021,7727,55,51.4,0.07727,0.00055,7
Oregon,OR,10/05/2021,19,2021,4375,57,50.1,0.04375,0.00057,7
Wisconsin,WI,10/05/2021,19,2021,3585,60,48,0.03585,0.0006,7
Minnesota,MN,10/05/2021,19,2021,6663,62,50.7,0.06663,0.00062,7
Tennessee,TN,10/05/2021,19,2021,4812,65,36.8,0.04812,0.00065,7
Indiana,IN,10/05/2021,19,2021,5925,67,39,0.05925,0.00067,7
